Process ID,Memory Required,Duration
2139,27,14
2140,19,3
2141,13,5
2142,62,4
2143,60,16
2144,71,14
2145,90,5
2146,59,12
2147,38,2
2148,12,16
2149,50,16
2150,81,7
2151,29,13
2152,98,10
2153,8,12
2154,17,6
2155,52,2
2156,9,2
2157,31,9
2158,86,11
2159,76,10
2160,26,11
2161,43,6
2162,75,16
2163,76,15
2164,50,13
2165,26,8
2166,9,16
2167,87,15
2168,92,9
2169,54,15
2170,85,3
2171,79,3
2172,51,8
2173,7,15
2174,96,13
2175,9,12
2176,76,10
2177,7,8
2178,90,5
2179,8,16
2180,3,6
2181,18,5
2182,89,6
2183,87,12
2184,79,12
2185,94,10
2186,12,11
2187,74,3
2188,47,6
2189,86,13
2190,51,3
2191,23,11
2192,33,13
2193,44,16
2194,28,16
2195,3,4
2196,61,12
2197,73,10
2198,50,8
2199,78,16
2200,29,16
2201,51,16
2202,59,3
2203,16,6
2204,48,15
2205,39,2
2206,70,3
2207,94,15
2208,89,12
2209,43,10
2210,27,4
2211,83,12
2212,36,13
2213,20,4
2214,25,10
2215,76,10
2216,92,15
2217,11,5
2218,10,4
2219,84,12
2220,20,7
2221,76,8
2222,50,1
2223,26,12
2224,77,3
2225,39,13
2226,62,10
2227,13,13
2228,81,16
2229,81,15
2230,53,11
2231,27,3
2232,13,4
2233,62,4
2234,77,14
2235,61,13
2236,11,7
2237,8,5
2238,71,1
2239,62,4
2240,71,1
2241,60,8
2242,39,11
2243,23,9
2244,26,2
2245,2,6
2246,81,6
2247,78,2
2248,39,10
2249,82,5
2250,72,10
2251,90,1
2252,83,14
2253,89,10
2254,98,6
2255,65,1
2256,48,10
2257,57,11
2258,61,6
2259,18,16
2260,51,12
2261,73,14
2262,44,3
2263,87,15
2264,7,13
2265,44,1
2266,42,2
2267,27,9
2268,59,9
2269,80,4
2270,61,9
2271,15,16
2272,49,14
2273,9,15
2274,3,2
2275,46,8
2276,71,9
2277,39,15
2278,4,4
2279,69,15
2280,8,2
2281,93,3
2282,4,14
2283,44,15
2284,50,2
2285,73,5
2286,5,11
2287,53,4
2288,78,5
2289,56,12
2290,28,1
2291,15,14
2292,5,1
2293,47,10
2294,30,9
2295,82,13
2296,11,6
2297,92,6
2298,16,5
2299,53,1
2300,30,7
2301,94,15
2302,78,7
2303,6,2
2304,35,2
2305,59,13
2306,83,5
2307,82,1
2308,14,6
2309,98,16
2310,65,12
2311,95,12
2312,96,10
2313,59,12
2314,64,10
2315,73,2
2316,95,5
2317,13,5
2318,12,2
2319,88,6
2320,87,13
2321,2,6
2322,48,14
2323,27,2
2324,45,7
2325,79,5
2326,13,6
2327,12,14
2328,47,11
2329,99,11
2330,53,6
2331,9,15
2332,59,10
2333,90,2
2334,24,16
2335,53,9
2336,31,7
2337,100,5
2338,66,1
2339,20,15
2340,1,10
2341,94,11
2342,60,12
2343,83,8
2344,90,10
2345,8,4
2346,76,3
2347,50,4
2348,23,9
2349,58,1
2350,30,8
2351,97,10
2352,24,1
2353,52,4
2354,41,11
2355,25,6
2356,1,5
2357,20,11
2358,21,8
2359,43,5
2360,80,15
2361,81,15
2362,57,10
2363,22,14
2364,82,15
2365,74,11
2366,87,1
2367,66,10
2368,16,15
2369,79,15
2370,92,13
2371,1,1
2372,32,1
2373,100,13
2374,4,10
2375,26,1
2376,99,8
2377,79,4
2378,14,15
2379,33,15
2380,60,12
2381,72,7
2382,83,4
2383,48,7
2384,79,12
2385,43,9
2386,78,9
2387,63,11
2388,15,5
2389,34,7
2390,15,13
2391,83,13
2392,52,14
2393,98,5
2394,78,14
2395,65,6
2396,41,13
2397,46,2
2398,57,5
2399,18,14
2400,37,3
2401,49,1
2402,10,10
2403,57,6
2404,92,12
2405,13,12
2406,86,12
2407,3,10
2408,96,12
2409,53,7
2410,65,11
2411,34,5
2412,37,10
2413,85,10
2414,20,4
2415,6,9
2416,81,16
2417,82,12
2418,70,6
2419,26,4
2420,90,12
2421,94,4
2422,31,15
2423,6,14
2424,79,3
2425,88,15
2426,25,12
2427,85,9
2428,79,4
2429,38,9
2430,78,16
2431,55,9
2432,54,9
2433,7,1
2434,11,1
2435,32,4
2436,93,11
2437,34,6
2438,81,6
2439,63,1
2440,26,15
2441,4,15
2442,38,8
2443,46,3
2444,77,6
2445,71,7
2446,28,8
2447,5,1
2448,53,7
2449,76,11
2450,4,6
2451,65,15
2452,65,15
2453,69,5
2454,2,10
2455,73,15
2456,19,12
2457,44,7
2458,14,6
2459,86,16
2460,68,11
2461,46,2
2462,75,3
2463,39,8
2464,95,6
2465,55,2
2466,41,16
2467,49,14
2468,42,14
2469,49,15
2470,56,13
2471,100,15
2472,10,1
2473,36,15
2474,3,9
2475,26,1
2476,83,3
2477,73,8
2478,92,14
2479,12,6
2480,80,15
2481,79,8
2482,91,6
2483,63,7
2484,33,6
2485,81,16
2486,66,7
2487,41,4
2488,67,9
2489,61,7
2490,62,15
2491,76,13
2492,19,16
2493,37,16
2494,47,11
2495,4,8
2496,63,11
2497,60,12
2498,63,16
2499,98,2
2500,33,16
2501,83,13
2502,54,8
2503,65,15
2504,73,9
2505,14,2
2506,83,3
2507,43,4
2508,95,10
2509,66,11
2510,67,2
2511,93,15
2512,6,16
2513,51,4
2514,70,4
2515,30,2
2516,47,4
2517,98,14
2518,54,2
2519,71,9
2520,76,4
2521,56,11
2522,65,2
2523,87,7
2524,18,12
2525,71,1
2526,36,13
2527,15,6
2528,85,4
2529,28,7
2530,35,6
2531,91,10
2532,96,15
2533,3,5
2534,11,10
2535,78,6
2536,3,2
2537,4,16
2538,27,5
2539,24,1
2540,48,5
2541,83,10
2542,62,6
2543,41,7
2544,63,13
2545,99,11
2546,45,13
2547,31,13
2548,95,10
2549,24,13
2550,49,5
2551,26,3
2552,53,3
2553,77,3
2554,60,7
2555,76,9
2556,40,9
2557,74,6
2558,47,3
2559,52,12
2560,4,16
2561,37,6
2562,100,7
2563,46,7
2564,21,3
2565,13,8
2566,89,6
2567,39,15
2568,98,4
2569,14,14
2570,45,2
2571,92,15
2572,74,12
2573,29,13
2574,78,11
2575,9,13
2576,32,15
2577,53,3
2578,29,1
2579,44,3
2580,66,12
2581,90,3
2582,43,3
2583,89,15
2584,52,4
2585,36,13
2586,58,13
2587,14,6
2588,85,10
2589,9,5
2590,86,14
2591,29,14
2592,51,4
2593,97,10
2594,53,10
2595,44,3
2596,98,14
2597,54,1
2598,21,4
2599,13,16
2600,21,6
2601,40,4
2602,6,15
2603,21,3
2604,94,14
2605,63,11
2606,27,4
2607,58,14
2608,40,15
2609,70,3
2610,63,9
2611,67,15
2612,83,7
2613,12,12
2614,46,6
2615,97,15
2616,57,5
2617,81,7
2618,66,4
2619,29,15
2620,12,6
2621,86,11
2622,56,6
2623,16,11
2624,54,2
2625,18,3
2626,22,7
2627,100,7
2628,47,3
2629,55,8
2630,82,13
2631,65,5
2632,99,4
2633,96,2
2634,55,10
2635,47,8
2636,43,16
2637,60,6
2638,42,14
2639,13,6
2640,66,5
2641,62,10
2642,100,15
2643,89,13
2644,90,8
2645,41,14
2646,80,4
2647,91,10
2648,62,6
2649,30,13
2650,25,12
2651,68,8
2652,55,2
2653,97,9
2654,55,6
2655,18,5
2656,90,6
2657,81,16
2658,61,12
2659,10,7
2660,1,10
2661,41,15
2662,40,16
2663,86,13
2664,19,14
2665,32,15
2666,60,4
2667,82,7
2668,33,14
2669,31,3
2670,5,15
2671,48,12
2672,57,15
2673,28,8
2674,96,11
2675,52,4
2676,88,4
2677,24,9
2678,32,13
2679,63,8
2680,2,11
2681,10,16
2682,74,2
2683,4,8
2684,12,11
2685,17,14
2686,87,16
2687,71,2
2688,34,1
2689,4,2
2690,53,3
2691,72,7
2692,35,13
2693,77,2
2694,51,5
2695,59,13
2696,47,2
2697,8,13
2698,5,12
2699,42,2
2700,34,2
2701,26,5
2702,25,7
2703,19,10
2704,29,2
2705,2,10
2706,80,1
2707,42,6
2708,22,14
2709,46,8
2710,12,15
2711,41,7
2712,95,5
2713,34,3
2714,93,5
2715,43,2
2716,10,8
2717,77,15
2718,85,16
2719,35,7
2720,100,15
2721,24,11
2722,49,8
2723,74,7
2724,88,1
2725,81,2
2726,55,13
2727,2,3
2728,39,15
2729,37,12
2730,38,16
2731,85,5
2732,23,11
2733,86,16
2734,56,8
2735,83,2
2736,49,8
2737,26,11
2738,57,14
2739,66,13
2740,70,16
2741,50,15
2742,100,9
2743,15,12
2744,65,16
2745,8,9
2746,95,4
2747,93,12
2748,14,11
2749,80,9
2750,4,1
2751,99,4
2752,2,7
2753,96,10
2754,59,13
2755,100,6
2756,78,11
2757,10,5
2758,42,8
2759,73,16
2760,38,8
2761,81,9
2762,70,11
2763,100,9
2764,17,15
2765,9,7
2766,22,11
2767,7,9
2768,21,1
2769,81,5
2770,6,13
2771,48,1
2772,88,13
2773,77,5
2774,52,12
2775,64,6
2776,63,3
2777,23,4
2778,87,13
2779,49,10
2780,97,15
2781,60,7
2782,98,9
2783,8,12
2784,59,2
2785,85,13
2786,34,13
2787,40,2
2788,46,3
2789,36,7
2790,28,14
2791,8,4
2792,56,10
2793,91,8
2794,2,14
2795,50,11
2796,98,14
2797,37,16
2798,100,3
2799,68,8
2800,41,2
2801,33,14
2802,20,10
2803,73,1
2804,61,9
2805,97,14
2806,41,16
2807,71,13
2808,32,15
2809,69,16
2810,22,15
2811,23,2
2812,84,6
2813,36,10
2814,29,16
2815,73,12
2816,22,3
2817,87,10
2818,61,6
2819,46,8
2820,70,4
2821,25,12
2822,54,13
2823,61,8
2824,20,3
2825,47,16
2826,37,13
2827,70,8
2828,46,14
2829,75,10
2830,59,14
2831,15,12
2832,79,13
2833,100,7
2834,70,2
2835,35,14
2836,63,1
2837,33,9
2838,53,6
2839,31,4
2840,24,13
2841,12,12
2842,61,16
2843,56,3
2844,78,11
2845,72,6
2846,100,2
2847,12,10
2848,46,16
2849,60,1
2850,55,14
2851,89,13
2852,26,10
2853,38,12
2854,34,1
2855,89,6
2856,86,4
2857,81,8
2858,51,6
2859,83,7
2860,3,9
2861,81,15
2862,10,12
2863,35,15
2864,16,2
2865,19,4
2866,96,7
2867,53,5
2868,5,7
2869,49,2
2870,61,1
2871,72,10
2872,60,11
2873,75,8
2874,54,10
2875,98,16
2876,43,14
2877,10,2
2878,10,2
2879,82,14
2880,11,14
2881,35,16
2882,18,10
2883,92,2
2884,38,15
2885,80,3
2886,64,6
2887,70,12
2888,59,3
2889,50,13
2890,27,13
2891,40,2
2892,59,10
2893,87,2
2894,45,15
2895,75,14
2896,74,9
2897,2,11
2898,79,9
2899,35,2
2900,59,4
2901,28,8
2902,74,4
2903,7,9
2904,42,11
2905,61,11
2906,77,15
2907,15,10
2908,31,7
2909,47,1
2910,24,9
2911,68,15
2912,90,9
2913,80,3
2914,79,13
2915,22,15
2916,18,5
2917,22,16
2918,7,6
2919,92,2
2920,83,2
2921,13,11
2922,18,11
2923,84,15
2924,28,16
2925,72,16
2926,55,11
2927,55,9
2928,73,16
2929,46,5
2930,17,6
2931,45,5
2932,7,10
2933,42,2
2934,72,13
2935,38,15
2936,2,5
2937,71,12
2938,88,16
2939,15,14
2940,19,11
2941,42,16
2942,32,6
2943,38,8
2944,89,3
2945,65,14
2946,67,10
2947,82,5
2948,34,14
2949,9,15
2950,60,15
2951,72,7
2952,59,9
2953,37,2
2954,43,11
2955,18,2
2956,79,4
2957,19,2
2958,74,4
2959,60,10
2960,17,15
2961,69,5
2962,17,10
2963,62,1
2964,85,16
2965,59,8
2966,2,7
2967,75,5
2968,26,6
2969,67,2
2970,18,5
2971,4,16
2972,36,7
2973,34,1
2974,40,9
2975,82,3
2976,64,12
2977,62,4
2978,55,12
2979,55,16
2980,43,6
2981,65,4
2982,7,6
2983,66,15
2984,23,12
2985,65,14
2986,89,2
2987,26,3
2988,98,15
2989,72,15
2990,61,8
2991,96,7
2992,1,9
2993,12,14
2994,56,16
2995,7,7
2996,18,4
2997,78,11
2998,49,12
2999,91,12
3000,75,10
3001,51,10
3002,18,10
3003,62,4
3004,60,6
3005,78,5
3006,92,8
3007,30,8
3008,85,12
3009,83,3
3010,97,14
3011,99,9
3012,55,7
3013,11,15
3014,30,14
3015,72,8
3016,25,6
3017,42,9
3018,82,10
3019,100,2
3020,66,14
3021,38,2
3022,87,9
3023,54,3
3024,82,2
3025,36,6
3026,15,6
3027,72,1
3028,89,13
3029,83,3
3030,82,6
3031,72,5
3032,33,3
3033,79,11
3034,68,15
3035,70,8
3036,65,8
3037,67,14
3038,17,8
3039,7,16
3040,13,6
3041,28,4
3042,1,12
3043,47,8
3044,20,15
3045,50,8
3046,86,15
3047,18,12
3048,4,1
3049,14,11
3050,14,6
3051,87,4
3052,95,7
3053,16,5
3054,49,9
3055,51,10
3056,37,8
3057,48,10
3058,61,6
3059,32,3
3060,87,13
3061,8,3
3062,7,16
3063,56,4
3064,69,8
3065,78,12
3066,52,11
3067,68,13
3068,7,6
3069,34,11
3070,19,2
3071,61,1
3072,6,16
3073,100,9
3074,67,7
3075,77,1
3076,76,2
3077,75,13
3078,73,13
3079,98,4
3080,43,1
3081,29,8
3082,38,15
3083,72,4
3084,42,2
3085,91,4
3086,28,12
3087,43,1
3088,32,5
3089,51,15
3090,19,8
3091,20,4
3092,91,14
3093,42,1
3094,41,3
3095,98,9
3096,49,8
3097,32,6
3098,57,16
3099,75,14
3100,100,4
3101,5,3
3102,36,2
3103,63,3
3104,47,1
3105,78,8
3106,70,16
3107,16,10
3108,46,12
3109,80,1
3110,12,5
3111,19,7
3112,14,15
3113,18,5
3114,81,3
3115,47,1
3116,3,10
3117,68,2
3118,98,7
3119,33,15
3120,17,15
3121,35,11
3122,18,8
3123,78,5
3124,73,11
3125,39,9
3126,52,16
3127,36,7
3128,60,13
3129,41,9
3130,61,6
3131,88,11
3132,29,15
3133,28,1
3134,55,14
3135,31,8
3136,68,12
3137,60,10
3138,20,2
3139,69,2
3140,13,7
3141,17,4
3142,61,10
3143,61,7
3144,100,6
3145,42,11
3146,16,8
3147,48,15
3148,82,1
3149,54,2
3150,71,2
3151,4,1
3152,47,1
3153,9,7
3154,32,6
3155,49,3
3156,21,10
3157,16,6
3158,28,9
3159,98,14
3160,97,2
3161,1,7
3162,87,15
3163,13,11
3164,24,5
3165,80,5
3166,48,13
3167,18,13
3168,18,1
3169,60,4
3170,2,2
3171,1,2
3172,73,11
3173,16,10
3174,86,14
3175,29,13
3176,58,16
3177,90,5
3178,95,15
3179,92,14
3180,10,8
3181,11,15
3182,80,11
3183,73,11
3184,75,14
3185,1,16
3186,76,11
3187,16,5
3188,47,11
3189,17,2
3190,2,15
3191,71,16
3192,66,11
3193,8,16
3194,6,11
3195,54,13
3196,50,14
3197,73,3
3198,66,5
3199,36,2
3200,71,14
3201,68,3
3202,98,13
3203,89,7
3204,73,12
3205,44,1
3206,79,9
3207,95,13
3208,12,3
3209,4,10
3210,86,6
3211,19,5
3212,45,11
3213,10,7
3214,42,13
3215,7,9
3216,44,3
3217,44,1
3218,59,5
3219,36,5
3220,93,14
3221,68,7
3222,61,14
3223,47,5
3224,56,3
3225,77,4
3226,66,2
3227,25,11
3228,9,12
3229,38,4
3230,21,7
3231,61,11
3232,38,4
3233,14,14
3234,36,6
3235,62,9
3236,40,5
3237,58,3
3238,52,10
3239,9,6
3240,5,5
3241,58,5
3242,95,16
3243,11,11
3244,26,16
3245,84,7
3246,82,4
3247,63,4
3248,63,13
3249,93,14
3250,19,13
3251,72,15
3252,90,12
3253,99,10
3254,73,7
3255,6,1
3256,86,15
3257,74,16
3258,60,12
3259,40,8
3260,63,6
3261,11,12
3262,63,4
3263,45,3
3264,80,16
3265,75,16
3266,17,16
3267,26,4
3268,5,1
3269,20,2
3270,22,1
3271,99,15
3272,51,12
3273,99,14
3274,52,7
3275,2,5
3276,89,4
3277,85,8
3278,84,11
3279,24,1
3280,63,10
3281,44,8
3282,18,1
3283,92,14
3284,71,4
3285,16,13
3286,74,12
3287,22,8
3288,41,5
3289,56,6
3290,73,13
3291,51,2
3292,77,16
3293,79,5
3294,100,12
3295,40,3
3296,1,8
3297,22,15
3298,42,6
3299,60,16
3300,64,4
3301,31,10
3302,78,1
3303,61,12
3304,69,9
3305,96,14
3306,30,9
3307,88,2
3308,38,8
3309,7,6
3310,43,2
3311,52,8
3312,87,5
3313,14,13
3314,64,13
3315,35,13
3316,12,7
3317,19,12
3318,68,7
3319,26,13
3320,71,13
3321,51,6
3322,69,11
3323,66,10
3324,47,1
3325,49,2
3326,9,13
3327,77,13
3328,24,3
3329,99,12
3330,96,5
3331,25,15
3332,43,5
3333,23,9
3334,82,7
3335,22,10
3336,93,11
3337,4,13
3338,34,10
3339,36,10
3340,1,4
3341,85,4
3342,41,7
3343,80,13
3344,39,12
3345,27,16
3346,18,10
3347,72,7
3348,3,2
3349,92,10
3350,96,16
3351,72,2
3352,61,9
3353,79,9
3354,91,5
3355,95,5
3356,69,6
3357,71,13
3358,80,2
3359,71,2
3360,26,9
3361,44,3
3362,34,12
3363,5,9
3364,94,5
3365,66,5
3366,82,8
3367,97,4
3368,16,8
3369,86,7
3370,57,16
3371,32,6
3372,92,13
3373,24,16
3374,81,16
3375,90,7
3376,26,15
3377,53,15
3378,40,15
3379,96,12
3380,62,15
3381,64,2
3382,66,12
3383,82,13
3384,6,12
3385,82,13
3386,25,12
3387,28,2
3388,91,1
3389,60,9
3390,74,13
3391,44,3
3392,100,5
3393,13,16
3394,41,12
3395,94,3
3396,99,9
3397,19,1
3398,19,3
3399,67,2
3400,57,16
3401,80,2
3402,19,14
3403,98,16
3404,69,8
3405,93,15
3406,52,5
3407,28,11
3408,20,1
3409,46,13
3410,43,13
3411,39,1
3412,99,8
3413,7,13
3414,49,16
3415,66,6
3416,69,13
3417,51,16
3418,48,16
3419,44,9
3420,10,10
3421,84,2
3422,4,8
3423,88,7
3424,6,8
3425,37,7
3426,93,13
3427,6,7
3428,50,16
3429,5,15
3430,32,6
3431,2,9
3432,19,4
3433,33,4
3434,10,10
3435,4,5
3436,19,9
3437,71,14
3438,1,13
3439,14,12
3440,41,6
3441,96,4
3442,95,12
3443,87,7
3444,53,1
3445,31,16
3446,50,2
3447,89,3
3448,6,5
3449,90,3
3450,98,5
3451,36,13
3452,99,7
3453,98,2
3454,17,7
3455,43,7
3456,80,2
3457,36,15
3458,65,14
3459,79,5
3460,33,2
3461,16,12
3462,93,9
3463,86,13
3464,44,4
3465,67,15
3466,3,12
3467,7,12
3468,53,14
3469,79,11
3470,12,15
3471,46,9
3472,89,10
3473,26,9
3474,77,9
3475,9,13
3476,43,11
3477,94,12
3478,34,12
3479,1,6
3480,8,1
3481,20,10
3482,98,15
3483,36,13
3484,30,7
3485,28,16
3486,9,14
3487,98,7
3488,57,9
3489,51,5
3490,25,1
3491,68,12
3492,42,6
3493,64,5
3494,14,14
3495,8,12
3496,41,6
3497,16,8
3498,61,10
3499,66,3
3500,3,11
3501,98,12
3502,20,2
3503,32,10
3504,18,4
3505,2,13
3506,86,4
3507,81,7
3508,19,2
3509,36,11
3510,63,12
3511,20,11
3512,100,2
3513,67,7
3514,10,15
3515,17,14
3516,61,16
3517,29,4
3518,11,6
3519,33,10
3520,9,7
3521,58,6
3522,7,3
3523,1,8
3524,90,4
3525,50,11
3526,95,14
3527,62,1
3528,63,10
3529,3,11
3530,45,14
3531,2,13
3532,49,7
3533,16,8
3534,43,11
3535,75,16
3536,14,4
3537,81,12
3538,53,6
3539,65,16
3540,30,11
3541,78,7
3542,85,4
3543,57,3
3544,32,3
3545,87,9
3546,61,10
3547,25,8
3548,54,6
3549,11,15
3550,73,13
3551,74,15
3552,73,1
3553,72,1
3554,52,9
3555,47,15
3556,3,2
3557,52,9
3558,8,11
3559,63,15
3560,14,8
3561,9,16
3562,29,12
3563,31,15
3564,72,9
3565,78,5
3566,11,16
3567,1,10
3568,30,15
3569,64,6
3570,4,5
3571,51,8
3572,22,3
3573,83,8
3574,36,14
3575,5,3
3576,43,13
3577,51,4
3578,22,7
3579,10,13
3580,84,8
3581,73,15
3582,100,16
3583,55,6
3584,42,4
3585,27,7
3586,7,14
3587,79,1
3588,24,12
3589,64,10
3590,26,10
3591,39,6
3592,8,16
3593,21,5
3594,15,10
3595,95,10
3596,69,14
3597,35,10
3598,36,8
3599,30,13
3600,100,15
3601,44,12
3602,64,1
3603,68,10
3604,95,4
3605,42,4
3606,13,14
3607,6,5
3608,42,4
3609,52,13
3610,8,9
3611,47,16
3612,65,3
3613,91,4
3614,89,14
3615,96,9
3616,62,2
3617,56,7
3618,24,13
3619,81,9
3620,78,9
3621,70,3
3622,10,15
3623,77,13
3624,23,11
3625,61,1
3626,73,9
3627,85,16
3628,11,3
3629,51,13
3630,13,14
3631,52,7
3632,54,3
3633,8,3
3634,75,10
3635,13,7
3636,71,13
3637,78,1
3638,90,3
3639,15,14
3640,34,11
3641,76,8
3642,79,3
3643,95,12
3644,5,4
3645,48,5
3646,96,15
3647,57,13
3648,10,10
3649,96,11
3650,41,1
3651,95,3
3652,87,7
3653,74,16
3654,67,10
3655,41,3
3656,92,10
3657,6,9
3658,25,9
3659,97,12
3660,7,7
3661,81,13
3662,2,2
3663,88,4
3664,39,10
3665,21,16
3666,84,5
3667,73,11
3668,90,4
3669,35,4
3670,7,1
3671,84,14
3672,52,7
3673,48,2
3674,63,10
3675,64,13
3676,88,3
3677,28,6
3678,58,5
3679,54,13
3680,50,12
3681,75,8
3682,66,14
3683,41,11
3684,16,10
3685,10,10
3686,38,1
3687,73,16
3688,100,8
3689,13,7
3690,27,14
3691,71,10
3692,59,6
3693,50,5
3694,50,2
3695,21,15
3696,76,4
3697,6,13
3698,3,11
3699,63,8
3700,98,14
3701,60,7
3702,67,12
3703,33,6
3704,47,1
3705,95,9
3706,71,2
3707,41,3
3708,65,1
3709,91,10
3710,96,12
3711,8,7
3712,32,14
3713,94,15
3714,5,16
3715,15,10
3716,63,11
3717,26,8
3718,32,6
3719,88,12
3720,68,5
3721,87,10
3722,96,15
3723,83,6
3724,67,14
3725,84,10
3726,29,4
3727,48,13
3728,83,6
3729,52,3
3730,44,15
3731,20,15
3732,76,12
3733,70,1
3734,18,12
3735,27,12
3736,55,4
3737,90,15
3738,23,1
3739,56,3
3740,30,4
3741,39,12
3742,96,3
3743,96,16
3744,16,15
3745,25,13
3746,32,7
3747,8,1
3748,45,16
3749,97,11
3750,21,7
3751,98,14
3752,16,8
3753,71,12
3754,4,6
3755,9,4
3756,96,14
3757,61,11
3758,93,15
3759,36,11
3760,22,16
3761,35,3
3762,44,5
3763,85,16
3764,68,7
3765,68,16
3766,59,4
3767,19,3
3768,45,13
3769,68,1
3770,25,2
3771,88,3
3772,22,4
3773,13,14
3774,94,8
3775,58,14
3776,43,12
3777,18,9
3778,80,16
3779,15,2
3780,20,1
3781,16,16
3782,26,16
3783,88,7
3784,80,11
3785,8,11
3786,99,14
3787,57,12
3788,38,16
3789,51,5
3790,3,11
3791,3,13
3792,87,15
3793,61,11
3794,96,7
3795,16,12
3796,63,7
3797,70,2
3798,2,3
3799,29,6
3800,66,7
3801,24,1
3802,23,9
3803,89,5
3804,2,15
3805,44,10
3806,73,10
3807,41,16
3808,97,4
3809,10,15
3810,21,13
3811,74,4
3812,23,7
3813,17,15
3814,4,13
3815,20,15
3816,14,11
3817,30,13
3818,61,9
3819,87,16
3820,76,7
3821,38,16
3822,86,8
3823,97,11
3824,74,4
3825,75,6
3826,63,5
3827,96,8
3828,91,2
3829,52,15
3830,1,11
3831,84,2
3832,3,15
3833,30,1
3834,21,2
3835,12,2
3836,9,1
3837,17,6
3838,99,11
3839,62,15
3840,70,14
3841,35,6
3842,92,7
3843,38,12
3844,85,14
3845,77,3
3846,52,11
3847,13,1
3848,62,5
3849,96,8
3850,48,10
3851,33,6
3852,81,12
3853,89,5
3854,25,8
3855,79,8
3856,98,9
3857,4,7
3858,72,9
3859,24,2
3860,24,8
3861,82,8
3862,5,15
3863,41,1
3864,80,11
3865,60,8
3866,45,14
3867,78,9
3868,89,16
3869,43,11
3870,50,4
3871,92,16
3872,81,1
3873,83,6
3874,90,8
3875,34,16
3876,61,12
3877,55,15
3878,16,2
3879,2,15
3880,28,13
3881,84,2
3882,85,13
3883,39,2
3884,32,16
3885,14,9
3886,29,15
3887,25,12
3888,91,16
3889,72,8
3890,3,10
3891,8,3
3892,35,15
3893,5,6
3894,75,16
3895,93,15
3896,98,7
3897,57,7
3898,44,5
3899,28,4
3900,59,6
3901,61,9
3902,41,14
3903,7,4
3904,75,14
3905,63,14
3906,37,3
3907,33,10
3908,5,7
3909,18,11
3910,87,15
3911,49,15
3912,9,1
3913,34,3
3914,6,6
3915,66,13
3916,51,6
3917,85,4
3918,58,15
3919,58,8
3920,7,11
3921,90,10
3922,78,13
3923,98,7
3924,6,14
3925,32,10
3926,76,9
3927,70,7
3928,97,5
3929,28,16
3930,37,6
3931,44,16
3932,70,10
3933,3,13
3934,49,16
3935,47,8
3936,58,4
3937,2,3
3938,55,11
3939,47,10
3940,53,12
3941,93,14
3942,22,16
3943,11,15
3944,26,10
3945,47,4
3946,28,6
3947,78,6
3948,61,9
3949,63,2
3950,36,9
3951,37,1
3952,6,3
3953,56,2
3954,13,14
3955,78,3
3956,35,7
3957,35,2
3958,16,6
3959,27,1
3960,22,1
3961,71,6
3962,24,6
3963,97,10
3964,46,2
3965,94,5
3966,95,8
3967,37,5
3968,29,4
3969,41,1
3970,23,7
3971,98,13
3972,79,1
3973,67,7
3974,84,16
3975,53,1
3976,62,8
3977,74,10
3978,71,5
3979,6,16
3980,51,8
3981,79,8
3982,74,16
3983,20,12
3984,82,16
3985,32,7
3986,62,13
3987,23,14
3988,86,13
3989,10,6
3990,13,2
3991,29,11
3992,5,7
3993,47,5
3994,61,2
3995,28,3
3996,20,4
3997,14,10
3998,15,11
3999,81,3
4000,31,15
4001,86,16
4002,69,8
4003,10,4
4004,78,5
4005,25,15
4006,45,3
4007,74,7
4008,32,16
4009,31,1
4010,84,15
4011,82,12
4012,61,2
4013,80,13
4014,56,1
4015,86,10
4016,73,11
4017,53,16
4018,62,5
4019,45,2
4020,99,11
4021,90,15
4022,49,11
4023,59,5
4024,4,6
4025,35,16
4026,21,16
4027,78,8
4028,2,4
4029,83,5
4030,65,1
4031,68,5
4032,49,10
4033,83,9
4034,8,8
4035,90,15
4036,55,5
4037,45,7
4038,42,13
4039,43,5
4040,3,8
4041,65,7
4042,40,10
4043,27,13
4044,47,5
4045,2,5
4046,31,15
4047,14,4
4048,8,13
4049,7,13
4050,7,7
4051,63,2
4052,38,10
4053,88,13
4054,83,13
4055,92,8
4056,96,9
4057,16,5
4058,27,5
4059,26,2
4060,38,13
4061,8,9
4062,30,6
4063,7,14
4064,97,15
4065,4,1
4066,82,10
4067,93,4
4068,15,9
4069,44,6
4070,54,4
4071,9,4
4072,8,9
4073,49,15
4074,40,13
4075,95,9
4076,65,5
4077,61,1
4078,59,9
4079,55,10
4080,39,4
4081,14,8
4082,75,6
4083,39,5
4084,76,4
4085,30,11
4086,80,10
4087,27,16
4088,89,9
4089,38,2
4090,29,2
4091,79,16
4092,53,10
4093,67,1
4094,26,4
4095,33,7
4096,68,8
4097,58,8
4098,37,7
4099,90,1
4100,2,9
4101,7,11
4102,33,6
4103,48,9
4104,39,15
4105,64,15
4106,28,13
4107,27,16
4108,22,7
4109,9,6
4110,10,9
4111,68,2
4112,87,16
4113,62,3
4114,62,15
4115,89,15
4116,27,14
4117,9,8
4118,23,13
4119,98,4
4120,60,5
4121,38,15
4122,41,9
4123,93,4
4124,56,6
4125,59,12
4126,49,16
4127,1,12
4128,21,2
4129,45,8
4130,73,8
4131,43,16
4132,92,3
4133,98,4
4134,76,9
4135,50,3
